14.53023148,10
15.45205688,11
16.45860291,12
17.40464401,13
18.41554451,14
19.42009544,15
20.43758583,16
21.43872643,17
22.46396065,18
23.54192543,19
24.54629517,20
25.61061859,21
26.63350105,22
27.6783371,23
28.76278877,24
29.8377285,25
30.91762543,26
32.00343704,27
33.06633377,28
34.14322662,29
35.2183075,30
36.2991066,31
37.37224197,32
38.5165329,33
39.60076141,34
40.66921997,35
41.74706268,36
42.82154083,37
43.90184021,38
44.96072769,39
46.03292084,40
47.11806488,41
48.16830444,42
49.24397278,43
50.33763886,44
51.41509247,45
52.42198944,46
53.45394516,47
54.423172,48
55.4353637,49
56.52553558,50
57.50744247,51
58.52418518,52
59.52439499,53
60.45394897,54
61.46549225,55
62.39567947,56
63.33602905,57
64.28878784,58
65.2266922,59
66.17475891,60
67.04798126,61
67.99130249,62
68.86221313,63
69.7280426,64
70.56174469,65
71.42140198,66
72.22336578,67
73.04540253,68
73.78323364,69
74.5871048,70
75.31878662,71
76.04934692,72
76.73908997,73
77.46424103,74
78.1532135,75
78.75192261,76
79.41235352,77
80.03688049,78
80.6243515,79
81.17227173,80
81.71025848,81
82.24330902,82
82.73033142,83
83.17984009,84
83.6555481,85
84.0608902,86
84.46598053,87
84.79496765,88
85.19929504,89
85.46937561,90
